# es_language_admin.txt - this file is for the internationalization of the astGUIclient 
# admin web pages. The associated install.pl file will take the language as an 
# argument and alter the php scripts to the language typed in the command line:
# example: ./install.pl --language=es
# current languages in the file:
# - English - (en) no alterations
# - Spanish - (es) first column
***LANGUAGES***
en-English|es-Español|
Timer Action Message|Temporizador de mensaje de acción|
This is the message that appears on the agent screen at the time the Timer Action is triggered|Este es el mensaje que aparece en la pantalla del agente en el momento de la acción del temporizador se dispara|
Timer Action Seconds|Temporizador Segundos Acción|
This is the amount of time after the call is connected to the customer that the Timer Action is triggered. Default is -1 which is also inactive|Esta es la cantidad de tiempo después de la llamada se conecta a los clientes que se desencadena la acción del temporizador. El valor predeterminado es -1, que también está inactivo|
This setting will override the Campaign settings|Esta configuración anula la configuración de la campaña|
Start Call URL|Iniciar llamada URL|
This web URL address is not seen by the agent, but it is called every time a call is sent to an agent if it is populated. Uses the same variables as the web form fields and scripts. This URL can NOT be a relative path. The Start URL does not work for Manual dial calls. Default is blank|Esta web dirección URL no es visto por el agente, sino que es llamado cada vez que una llamada se envía a un agente si se poblaron. Utiliza las mismas variables que los campos de formulario web y scripts. Esta URL no puede ser una ruta relativa. La URL de inicio no funciona para las llamadas de marcación manual. Por defecto está en blanco|
Dispo Call URL|Dispo Call URL|
This web URL address is not seen by the agent, but it is called every time a call is dispositioned by an agent if it is populated. Uses the same variables as the web form fields and scripts. dispo and talk_time are the variables you can use to retrieve the agent-defined disposition for the call and the actual talk time in seconds of the call. This URL can NOT be a relative path. Default is blank|Esta web dirección URL no es visto por el agente, sino que es llamado cada vez que una llamada es dispositioned por un agente, si se poblaron. Utiliza las mismas variables que los campos de formulario web y scripts. dispo y talk_time son las variables que puede utilizar para recuperar el agente definido por la disposición de la llamada y el tiempo de conversación real en segundos de la llamada. Esta URL no puede ser una ruta relativa. Por defecto está en blanco|
Xfer-Conf Number Override|Xfer-Conf Número Override|
These five fields allow for you to override the Transfer Conference number presets when the lead is from this list. Default is blank|Estos cinco campos permiten reemplazar la transferencia de presets Conferencia número cuando la iniciativa es de esta lista. Por defecto está en blanco|
These four fields allow for you to have two sets of Transfer Conference and DTMF presets. When the call or campaign is loaded, the vicidial.php script will show two buttons on the transfer-conference frame and auto-populate the number-to-dial and the send-dtmf fields when pressed. If you want to allow Consultative Transfers, a fronter to a closer, have the agent use the CONSULTATIVE checkbox, which does not work for third party non-ViciDial consultative calls. For those just have the agent click the Dial With Customer button. Then the agent can just LEAVE-3WAY-CALL and move on to their next call. If you want to allow Blind transfers of customers to a VICIDIAL AGI script for logging or an IVR, then place AXFER in the number-to-dial field. You can also specify an custom extension after the AXFER, for instance if you want to do a call to a special IVR you have set to extension 83900 you would put AXFER83900 in the number-to-dial field|Estos cuatro campos permiten que usted tenga dos conjuntos de transferencia de la Conferencia y presets DTMF. Cuando se carga la llamada o de la campaña, la secuencia de comandos vicidial.php mostrará dos botones en el marco de la transferencia de conferencias y rellenará de forma automática el número a marcar y el enviar los campos DTMF cuando se presiona. Si desea permitir Consultivo transferencias, un Fronter a una mayor, que el agente utiliza la casilla de consulta, que no funciona por falta de terceros Vicidial llamadas de consulta. Para aquellos que sólo tienen el agente, haga clic en el dial con el botón del cliente. Entonces, el agente puede dejar-3way-CALL y pasar a la siguiente llamada. Si desea permitir la transferencia ciega de los clientes a una secuencia de comandos AGI Vicidial para el registro o un IVR, a continuación, AXFER lugar en el número a marcar el terreno. También puede especificar una extensión personalizada después de la AXFER, por ejemplo, si usted quiere hacer una llamada a un IVR especiales que se han fijado a la extensión 83900 pondrías AXFER83900 en el número a marcar el terreno|
### START translations for 2.4 release ###
All users in the system, even not logged-in users|Todos los usuarios en el sistema, ni siquiera los usuarios registrados|
The NOT-LOGGED-IN-AGENTS option allows all users in the system to be displayed, even if they are not logged-in curently|La opción NO-logged-in-Agentes permite a todos los usuarios del sistema que se muestra, incluso si no están registrados curently|
Voicemail ID|Correo de voz ID|
This is the voicemail box that calls will be directed to in an AGENTDIRECT in-group at the drop time if the in-group has the drop method set to VOICEMAIL and the Voicemail field set to AGENTVMAIL|Este es el buzón de voz que las llamadas se dirigirán en un AGENTDIRECT en grupo en el tiempo de caída, si el grupo tiene en el método de caída establece en el campo de correo de voz y correo de voz configurado para AGENTVMAIL|
In an AGENTDIRECT in-group, setting this to AGENTVMAIL will select the User voicemail ID to use|En un AGENTDIRECT en grupo, dejando esto en AGENTVMAIL se seleccione el ID de buzón de voz del usuario para utilizar|
Record Call|Grabar llamadas|
This option allows you to set the calls coming into this DID to be recorded. Y will record the entire call, Y_QUEUESTOP will record the call until the call is hungup or enters an in-group queue, N will not record the call. Default is N.|Esta opción le permite definir las llamadas que viene a este DID a ser grabada. Y va a grabar toda la llamada, Y_QUEUESTOP grabará la llamada hasta que la llamada es hungup o entra en una cola en grupo, N no grabar la llamada. Por defecto es N.|
Click here to see a list of recordings and calls for this DID|Haga clic aquí para ver una lista de las grabaciones y las llamadas de este DID|
Ignore List Script Override|No haga caso de anulación de la lista de secuencias de comandos|
This option allows you to ignore the list ID Script Override option for calls coming into this In-Group. Setting this to Y will ignore any List ID script settings. Default is N|Esta opción le permite hacer caso omiso de la ID de la lista de secuencias de comandos opción de anulación de las llamadas que entran en este grupo de pertenencia. Si se establece en Y ignorará cualquier configuración del identificador de la lista de secuencias de comandos. El valor predeterminado es N|
External Server IP|IP del servidor externo|
This setting is where you can put a server IP or other machine name that can be used in place of the server_ip when using a webphone in the agent interface. For this to work you also must have the phones entry set to use the External Server IP. Default is empty|Esta configuración es donde usted puede poner una dirección IP del servidor o el nombre de otra máquina que se puede utilizar en lugar de la server_ip cuando se utiliza un webphone en la interfaz de agente. Para que esto funcione debe tener también la entrada de teléfonos configurado para utilizar la dirección IP del servidor externo. Por defecto está vacío|
Set As Webphone|Establecer como Webphone|
Setting this option to Y will attempt to load a web-based phone when the agent logs into their agent screen. Default is N.|Al establecer esta opción a Y se intenta cargar un teléfono basado en la web cuando el agente se registra en la pantalla de su agente. Por defecto es N.|
Use External Server IP|Use IP del servidor externo|
If using as a web phone, you can set this to Y to use the servers External IP to register to instead of the Server IP. Default is empty|Si se utiliza como un teléfono de Internet, usted puede definir a Y para utilizar los servidores IP externa para inscribirse para en lugar de la IP del servidor. Por defecto está vacío|
